softwareComponent,applicationComponent,objectType,objectName,classification,comment,successorObjectType,successorObjectName
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_MGW_ENTRY_PROVIDER,TI3,,,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_MGW_MED_ACCESS,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-FND-CS,INTF,/IWFND/IF_MGW_MED_ODATA_TYPES,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_MGW_MSG_CONTAINER,TI3,,,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_MGW_NOTIF_TYPES,TI3,,,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_MGW_NOTIF_TYPES_FW,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_MGW_REQUEST_MANAGER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_MGW_SHORTCUT_PROXY,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_OAUTH_SCOPES,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-GW-LCP,INTF,/IWFND/IF_OCI_COMMON,TI3,,,
SAP_BASIS,OPU-GW-LCP,INTF,/IWFND/IF_OCI_REQ_PROCESSOR,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-FND-CS,INTF,/IWFND/IF_SM_CLEANUP,TI3,,,
SAP_BASIS,OPU-FND-CCL,INTF,/IWFND/IF_SODATA_ANNOTATION,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-FND-CCL,INTF,/IWFND/IF_SODATA_MAPPER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-FND-CCL,INTF,/IWFND/IF_SODATA_POST_PROC,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-FND-CCL,INTF,/IWFND/IF_SODATA_TYPES,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-FND-CS,INTF,/IWFND/IF_SUTIL_CONSTANTS,TI3,,,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_V4_CATALOG_TYPES,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_V4_PUBLISHING_TYPES,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-GW-COR,INTF,/IWFND/IF_V4_ROUTING_TYPES,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,OPU-BSE-SDE,INTF,/IWHDB/IF_HAI_RT_CONSTANT,TI3,,,
SAP_BASIS,OPU-GW-NOT,CLAS,/IWNGW/CL_COS_NOTIF,TI3,,,
SAP_BASIS,OPU-BSE-BEP,INTF,/IWNGW/IF_NOTIF_PROVIDER,TI3,,,
SAP_BASIS,BC-SRV-DX-LSM,FUNC,/SAPDMC/LSM_F4_FRONTEND_FILE,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SRV-DX-LSM,FUNC,/SAPDMC/LSM_F4_SERVER_FILE,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SRV-DX-LSM,FUNC,/SAPDMC/LSM_PATH_FILE_SPLIT,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_DATA_ACCESS,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_JSON,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_LOGGER_BASE,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_LSAPI_MANAGER,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_CFG,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_EXT2INT,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_FACTORY,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_FILE,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_GUI_TAGS,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_HTML,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_HTML_UTILITY,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_HTTP,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_LOGGER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_RUNTIME35,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_SAPGUI_SHORTCUT,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_SERVER_ASSIST,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_TEST,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_NWBC_UTILITY,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_SYS_ALIAS_MANAGER,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_URL,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CL_URL_OBJ,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CX_FQDN,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CX_NWBC_CFG,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CX_NWBC_STATIC_CHECK,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,CLAS,/UI2/CX_URL,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_LSAPI,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_LSAPI_DATA_CONTEXT,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_CFG_FRIENDS,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_CONSTANTS,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_CONSTANTS_EXT,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_DEBUG,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_FACTORY_INTERNAL,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_FILE_REP,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_FILE_REP_INT,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_FILE_REP_SRC,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_FILE_REP_TYPES,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_HTML_UTILITY,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_NAV_TREE_ACCESS,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_REQUEST_HANDLER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_RUNTIME,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_RUNTIME_CORE,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_RUNTIME_EXT_ROLE,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_RUNTIME_EXTENSION,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_RUNTIME35,TI3,,,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_RUNTIME35_INT,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_TREE_EXT_PROVIDER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-HTM,INTF,/UI2/IF_NWBC_URL_HANDLER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,INTF,/UI2/IF_NWBC_URL_HANDLER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,FUNC,/UI2/NWBC_FLUSH_LOG,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-FES-BUS-RUN,FUNC,/UI2/NWBC_READ_FULL_SAP_MENU,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-WD-ABA-GEN,INTF,_IF_WDR_INTERNAL_API,TI3,,,
SAP_BASIS,BC-WD-ABA-GEN,INTF,_IF_WDR_TAG_AS_APPLICATION,TI3,,,
SAP_BASIS,BC-WD-ABA-GEN,INTF,_IF_WDR_TAG_AS_FRAMEWORK,TI3,,,
SAP_BASIS,BC-MID-RFC,FUNC,ABAP4_COMMIT_WORK,NA,Use ABAP Statement COMMIT WORK,,
SAP_BASIS,BC-CCM-ADK-AS,FUNC,AIND_NAMETAB_GET,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,ALE_ASYN_BAPI_SEGMENT_FILTER,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,ALE_ASYNC_BAPI_GET_RECEIVER,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,ALE_FTCH_DATA_SEGMENTS_OF_IDOC,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,ALE_IDOCS_CREATE,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,ALE_MESTYPE_GET_RECEIVER,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,ALE_MODEL_DETERMINE_IF_TO_SEND,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,ALE_MODEL_INFO_GET,TI3,,,
SAP_BASIS,BC-FES-ITS,FUNC,ALEWEB_DOWNLOAD,TI3,,,
SAP_BASIS,BC-FES-ITS,FUNC,ALEWEB_GET_CONTEXT,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_DISPLAY,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_INIT,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_READ_DB,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_READ_DB_WITH_LOGNO,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_WRITE_DB,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_WRITE_HEADER,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_WRITE_MESSAGE_PARAMS,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_WRITE_MESSAGES,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-BAL,FUNC,APPL_LOG_WRITE_SINGLE_MESSAGE,NA,Sucessor: FUNC BAL_*,,
SAP_BASIS,BC-SRV-QUE,FUNC,AQ_INT_SHOW_MESSAGE_AS_POPUP,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_CONNECTDEFINITION_GET,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_CONNECTINFO_GET_META,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_CONNECTION_INSERT,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_CREATE_FILE,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_CREATE_OUTGOINGDOC_MULT,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_CREATE_OUTGOINGDOCUMENT,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_CREATE_TABLE,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_DELETE_META,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_GET_CONNECTIONS,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_GET_CONNECTIONS_INT,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_GET_PRINTFORMAT,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIV_METAINFO_GET,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_ADMIN_SET_STATUS,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_CLOSE_FILE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_DELETE_OBJECT_DATA,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_DELETE_TABLE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_GET_ARCHIVE_FILES,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_GET_CUSTOMIZING_DATA,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_GET_INFORMATION,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_GET_NEXT_OBJECT,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_GET_NEXT_RECORD,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_GET_TABLE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_GIVE_STATISTICS,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_NEW_OBJECT,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_OPEN_FOR_DELETE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_OPEN_FOR_MOVE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_OPEN_FOR_READ,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_OPEN_FOR_WRITE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_PROTOCOL_COLLECT,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_PROTOCOL_INIT,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_PROTOCOL_LINE_DETAIL,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_PROTOCOL_WRITE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_PUT_RECORD,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_PUT_TABLE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_READ_OBJECT,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_READ_OBJECT_BY_HANDLE,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_SAVE_OBJECT,TI3,,,
SAP_BASIS,BC-CCM-ADK,FUNC,ARCHIVE_WRITE_STATISTICS,TI3,,,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVFILE_SERVER_TO_CLIENT,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVFILE_SERVER_TO_SERVER,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVOBJECT_CREATE_FILE,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVOBJECT_CREATE_TABLE,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVOBJECT_DELETE,NA,Successor: FUNC ARCHIV_DELETE_META,FUNC,ARCHIV_DELETE_META
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVOBJECT_DISPLAY,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVOBJECT_GET_TABLE,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-ARL,FUNC,ARCHIVOBJECT_STATUS,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-CCM-ADK-AS,FUNC,AS_API_INFOSTRUC_FIND,TI3,,,
SAP_BASIS,BC-CCM-ADK-AS,FUNC,AS_API_READ,TI3,,,
SAP_BASIS,BC-BMT-OM,FUNC,ASK_OTYPE,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SEC-USR-ADM,FUNC,AUTH_CHECK_TCODE,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SEC-USR-ADM,FUNC,AUTH_FIELD_GET_INFO,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SEC-USR-ADM,FUNC,AUTHORITY_CHECK,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SEC,FUNC,AUTHORITY_CHECK_C_FUNCTION,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SEC,FUNC,AUTHORITY_CHECK_DATASET,TI3,,,
SAP_BASIS,BC-MID-RFC,FUNC,AUTHORITY_CHECK_RFC,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SEC-USR-ADM,FUNC,AUTHORITY_CHECK_TCODE,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_CNTL_CREATE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_CNTL_FREE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_CNTL_REFRESH,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_DELETE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_DEQUEUE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_ENQUEUE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_LOAD,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_LOGNUMBER_GET,NA,"Must not be used (obsolete, internal usage only, possible upgrade issues,…)",,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_RELOAD,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_SAVE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DB_SEARCH,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_LOG_DISPLAY,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_LOG_PRINT,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_OUTPUT_FREE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_OUTPUT_INIT,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_OUTPUT_SET_DATA,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_PROFILE_DETLEVEL_GET,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_PROFILE_NO_TREE_GET,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_PROFILE_POPUP_GET,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_PROFILE_SINGLE_LOG_GET,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_PROFILE_STANDARD_GET,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_DSP_TXT_MSG_READ,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_FILTER_CREATE,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_GLB_MEMORY_REFRESH,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_GLB_MSG_DEFAULTS_GET,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_GLB_MSG_DEFAULTS_SET,TI3,"No official API, usage acceptable ",,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_GLB_SEARCH_LOG,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_GLB_SEARCH_MSG,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_ADD_LOG_ITEMS,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_CREATE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_DELETE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_EXCEPTION_ADD,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_EXCEPTION_CHANGE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_EXCEPTION_DELETE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_EXCEPTION_READ,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_EXIST,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_HDR_CHANGE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_HDR_READ,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_ADD,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_ADD_FREE_TEXT,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_CHANGE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_CUMULATE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_DELETE,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_DELETE_ALL,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_EXIST,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_MSG_READ,TI3,,,
SAP_BASIS,BC-SRV-BAL,FUNC,BAL_LOG_REFRESH,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BALW_BAPIRETURN_GET,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BALW_BAPIRETURN_GET1,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BALW_BAPIRETURN_GET2,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BALW_BAPIRETURN_GET2,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BALW_RETURN_TO_RET2,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BALW_RETURN_TO_RET2,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_CURRENCY_CONV_TO_EXT_31,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BAPI_CURRENCY_CONV_TO_EXTERN_9,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_CURRENCY_CONV_TO_EXTERN_9,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BAPI_CURRENCY_CONV_TO_EXTERNAL,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_CURRENCY_CONV_TO_EXTERNAL,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_CURRENCY_CONV_TO_INT_31,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BAPI_CURRENCY_CONV_TO_INTERN_9,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_CURRENCY_CONV_TO_INTERN_9,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BAPI_CURRENCY_CONV_TO_INTERNAL,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_CURRENCY_CONV_TO_INTERNAL,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_HELPVALUES_GET,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BAPI_IDOCAPPL_DISPLAY,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_MESSAGE_GETDETAIL,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BAPI_TRANSACTION_COMMIT,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_TRANSACTION_COMMIT,TI3,,,
SAP_BASIS,BC-MID-ALE,FUNC,BAPI_TRANSACTION_ROLLBACK,TI3,,,
SAP_BASIS,BC-MID-API,FUNC,BAPI_TRANSACTION_ROLLBACK,TI3,,,
SAP_BASIS,BC-SEC-USR-ADM,FUNC,BAPI_USER_ACTGROUPS_ASSIGN,TI3,,,
